City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
696,Edendale,ZA,-29.6528,30.3147,84.99,70,0,6.13,clear sky
697,Vardo,NO,70.3705,31.1107,17.6,100,20,35.68,snow
698,Noumea,NC,-22.2763,166.4572,79.0,88,20,3.44,few clouds
699,Burgos,ES,42.3394,-3.7079,41.0,100,90,24.16,overcast clouds
700,Springdale,US,36.1867,-94.1288,33.01,80,1,9.22,clear sky
701,Namatanai,PG,-3.6667,152.4333,79.97,79,98,4.47,overcast clouds
702,Karlivka,UA,49.4567,35.1295,37.99,98,100,10.13,overcast clouds
703,High Rock,BS,26.6208,-78.2833,73.4,78,20,5.75,few clouds
704,Vao,NC,-22.6667,167.4833,76.73,81,97,26.49,overcast clouds
705,Kiruna,SE,67.8557,20.2251,1.4,85,90,10.36,light snow
706,Maine-Soroa,NE,13.2114,12.0241,85.98,12,48,13.06,scattered clouds
707,Saurimo,AO,-9.6608,20.3916,73.4,83,75,6.49,moderate rain
708,San Jose,US,37.3394,-121.895,45.0,87,75,3.44,broken clouds
